2023-10-21 19:56:00, כרמיה
2023-10-21 19:56:00, זיקים
2023-10-21 19:56:00, אזור תעשייה הדרומי אשקלון
2023-10-21 19:56:00, אשקלון - צפון
2023-10-21 19:56:00, אשקלון - דרום
2023-10-21 16:13:00, בת-ים
2023-10-21 16:13:00, כפר הנגיד
2023-10-21 16:13:00, יבנה
2023-10-21 16:12:00, אשדוד -יא
2023-10-21 16:12:00, מרינה
2023-10-21 16:12:00, סיט
2023-10-21 16:12:00, אשדוד - איזור תעשייה צפוני
2023-10-21 16:12:00, אשדוד -
2023-10-21 16:12:00, גן שורק
2023-10-21 16:12:00, תל אביב - מרכז העיר
2023-10-21 16:12:00, תל אביב - דרום העיר ויפו
2023-10-21 16:12:00, עיינות
2023-10-21 16:12:00, נס ציונה
2023-10-21 16:12:00, נטעים
2023-10-21 16:12:00, בית עובד
2023-10-21 16:12:00, בית חנן
2023-10-21 16:12:00, אירוס
2023-10-21 16:12:00, ראשון לציון - מערב
2023-10-21 16:12:00,  ראשון לציון - מזרח
2023-10-21 16:12:00, פארק תעשיות פלמחים
2023-10-21 14:03:00, עין השלושה
2023-10-21 14:01:00, נירים
2023-10-21 14:00:00, מטווח ניר עם
2023-10-21 14:00:00, שדרות
2023-10-21 14:00:00, איבים
2023-10-21 14:00:00, ניר עם
2023-10-21 13:32:00, עין השלושה
2023-10-21 13:31:00, כפר הנגיד
2023-10-21 13:31:00, יבנה
2023-10-21 13:31:00, גאליה
2023-10-21 13:30:00, צפריה
2023-10-21 13:30:00, כפר חב''ד
2023-10-21 13:30:00, יגל
2023-10-21 13:30:00, אחיעזר
2023-10-21 13:30:00, יהוד-מונוסון
2023-10-21 13:30:00, אור יהודה
2023-10-21 13:30:00, נס ציונה
2023-10-21 13:30:00, נטעים
2023-10-21 13:30:00, בית חנן
2023-10-21 13:30:00, אירוס
2023-10-21 13:30:00, ראשון לציון - מערב
2023-10-21 13:30:00, ראשון לציון -
2023-10-21 13:30:00,  מזרח
2023-10-21 13:30:00, פארק תעשיות פלמחים
2023-10-21 12:30:00, סעד
2023-10-21 12:30:00, כפר מימון ותושיה
2023-10-21 12:30:00, זמרת
2023-10-21 12:30:00, שובה
2023-10-21 12:30:00, נתיבות
2023-10-21 12:06:00, נחל עוז
2023-10-21 12:00:00, תקומה וחוות יזרעם
2023-10-21 12:00:00, תקומה
2023-10-21 12:00:00, עלומים
2023-10-21 12:00:00, סעד
2023-10-21 12:00:00, זמרת
2023-10-21 12:00:00, שובה
2023-10-21 12:00:00, נתיבות
2023-10-21 09:01:00, אשדוד -יא
2023-10-21 09:01:00, מרינה
2023-10-21 09:01:00, סיט
2023-10-21 03:00:00, שדה אברהם
2023-10-21 03:00:00, דקל
2023-10-21 03:00:00, יתד
2023-10-21 03:00:00, יבול
2023-10-21 03:00:00, אבשלום
2023-10-20 23:02:00, גבים
2023-10-20 23:02:00, מכללת ספיר
2023-10-20 23:01:00, שדרות
2023-10-20 23:01:00, איבים
2023-10-20 23:01:00, ניר עם
2023-10-20 22:00:00, אשקלון - צפון
2023-10-20 22:00:00, זיקים
2023-10-20 22:00:00, אשקלון - דרום
2023-10-20 22:00:00, אזור תעשייה הדרומי אשקלון
2023-10-20 21:17:00, מטווח ניר עם
2023-10-20 21:17:00, מפלסים
2023-10-20 21:17:00, גבים
2023-10-20 21:17:00, מכללת ספיר
2023-10-20 21:17:00, שדרות
2023-10-20 21:17:00, איבים
2023-10-20 21:17:00, ניר עם
2023-10-20 21:11:00, מטווח ניר עם
2023-10-20 21:11:00, גבים
2023-10-20 21:11:00, מכללת ספיר
2023-10-20 21:11:00, שדרות
2023-10-20 21:11:00, איבים
2023-10-20 21:11:00, ניר עם
2023-10-20 21:03:00, אשדוד -יא
2023-10-20 21:03:00, מרינה
2023-10-20 21:03:00, סיט
2023-10-20 21:03:00, אשדוד - ח
2023-10-20 21:03:00, אשדוד - ג
2023-10-20 21:03:00,  אשדוד - א
2023-10-20 21:03:00, באר טוביה
2023-10-20 21:03:00, מבקיעים
2023-10-20 21:03:00, כרמיה
2023-10-20 21:03:00, יד מרדכי
2023-10-20 21:03:00, פארק תעשייה ראם
2023-10-20 21:03:00, אורות
2023-10-20 21:02:00, סעד
2023-10-20 21:02:00, מפלסים
2023-10-20 21:01:00, מטווח ניר עם
2023-10-20 21:01:00, שדרות
2023-10-20 21:01:00, איבים
2023-10-20 21:01:00, ניר עם
2023-10-20 21:01:00, אזור תעשייה הדרומי אשקלון
2023-10-20 21:01:00, אזור תעשייה צפוני אשקלון
2023-10-20 21:01:00, אשקלון - דרום
2023-10-20 20:56:00, זיקים
2023-10-20 20:56:00, אזור תעשייה הדרומי אשקלון
2023-10-20 20:56:00, אשקלון - דרום
2023-10-20 20:38:00, מטווח ניר עם
2023-10-20 20:37:00, שדרות
2023-10-20 20:37:00, איבים
2023-10-20 20:37:00, ניר עם
2023-10-20 20:17:00, נתיב העשרה
2023-10-20 20:17:00, יד מרדכי
2023-10-20 20:07:00, שדרות
2023-10-20 20:07:00, איבים
2023-10-20 20:07:00, ניר עם
2023-10-20 20:01:00, בית עזרא
2023-10-20 20:01:00, אשדוד -יא
2023-10-20 20:01:00, מרינה
2023-10-20 20:01:00, סיט
2023-10-20 20:01:00, אשדוד - ג
2023-10-20 20:01:00, אזור תעשייה עד
2023-10-20 20:01:00,  הלום
2023-10-20 20:01:00, אשדוד - א
2023-10-20 20:01:00, אשדוד - ח
2023-10-20 20:01:00, כפר סילבר
2023-10-20 20:01:00, ברכיה
2023-10-20 20:01:00, באר גנים
2023-10-20 20:01:00, ניצנים
2023-10-20 20:01:00, ניצן
2023-10-20 20:00:00, מבקיעים
2023-10-20 20:00:00, אשקלון - צפון
2023-10-20 20:00:00, בת הדר
2023-10-20 20:00:00, אזור תעשייה הדרומי אשקלון
2023-10-20 20:00:00, אשקלון - דרום
2023-10-20 20:00:00, אזור תעשייה צפוני
2023-10-20 20:00:00,  אשקלון
2023-10-20 19:59:00, נתיב העשרה
2023-10-20 19:17:00, אשקלון - דרום
2023-10-20 19:17:00, זיקים
2023-10-20 19:17:00, אזור תעשייה הדרומי אשקלון
2023-10-20 18:11:00, מטולה
2023-10-20 17:02:00, מטווח ניר עם
2023-10-20 17:01:00, מפלסים
2023-10-20 16:04:00, דוב''ב
2023-10-20 14:23:00, נס הרים
2023-10-20 14:23:00, נוף איילון
2023-10-20 14:23:00, נחשון
2023-10-20 14:23:00, לטרון
2023-10-20 13:06:00, עין הבשור
2023-10-20 13:00:00, אדרת
2023-10-20 12:04:00, כפר עזה
2023-10-20 12:04:00, שדה עוזיהו
2023-10-20 12:03:00, אזור תעשייה עד הלום
2023-10-20 12:03:00, ניצן
2023-10-20 12:03:00, בית עזרא
2023-10-20 12:03:00, אשדוד -יא
2023-10-20 12:03:00, מרינה
2023-10-20 12:03:00, סיט
2023-10-20 12:03:00, אשדוד - ח
2023-10-20 12:03:00, אשדוד - איזור
2023-10-20 12:03:00,  תעשייה צפוני
2023-10-20 12:03:00, אשדוד - א
2023-10-20 12:03:00, שתולים
2023-10-20 12:02:00, אזור תעשייה הדרומי אשקלון
2023-10-20 12:02:00, אשקלון - צפון
2023-10-20 12:02:00, אשקלון - דרום
2023-10-20 11:50:00, כפר עזה
2023-10-20 11:17:00, כיסופים
2023-10-20 10:49:00, שדרות
2023-10-20 10:49:00, איבים
2023-10-20 10:49:00, ניר עם
2023-10-20 09:57:00, מטווח ניר עם
2023-10-20 09:57:00, מפלסים
2023-10-19 22:58:00, ראשון לציון - מערב
2023-10-19 22:58:00, חולון
2023-10-19 22:58:00, בת-ים
2023-10-19 22:58:00, תל אביב - מרכז העיר
2023-10-19 22:58:00, תל אביב - דרום
2023-10-19 22:58:00,  העיר ויפו
2023-10-19 21:01:00, מטווח ניר עם
2023-10-19 21:01:00, שדרות
2023-10-19 21:01:00, איבים
2023-10-19 21:01:00, ניר עם
2023-10-19 21:00:00, כרמיה
2023-10-19 21:00:00, זיקים
2023-10-19 21:00:00, אשקלון - צפון
2023-10-19 21:00:00, אזור תעשייה הדרומי אשקלון
2023-10-19 21:00:00, אשקלון - דרום
2023-10-19 21:00:00, נתיב העשרה
2023-10-19 20:47:00, חולית
2023-10-19 20:47:00, סופה
2023-10-19 20:44:00, נתיב העשרה
2023-10-19 20:44:00, פרי גן
2023-10-19 20:44:00, ניר יצחק
2023-10-19 20:32:00, אשדוד - איזור תעשייה צפוני
2023-10-19 20:31:00, יבנה
2023-10-19 20:31:00, ראשון לציון - מערב
2023-10-19 20:31:00, חולון
2023-10-19 20:31:00, בת-ים
2023-10-19 20:31:00, גן שורק
2023-10-19 17:45:00, מנרה
2023-10-19 17:37:00, משגב עם
2023-10-19 17:37:00, מרגליות
2023-10-19 17:37:00, מנרה
2023-10-19 17:34:00, תל חי
2023-10-19 17:34:00, כפר גלעדי
2023-10-19 17:34:00, קריית שמונה
2023-10-19 17:32:00, באר שבע - מערב
2023-10-19 17:31:00, קריית שמונה
2023-10-19 17:31:00, כרמית
2023-10-19 17:31:00, כרמים
2023-10-19 17:31:00, לקיה
2023-10-19 17:31:00, עומר
2023-10-19 17:31:00, באר שבע - צפון
2023-10-19 17:31:00, באר שבע - מזרח
2023-10-19 17:30:00, אום בטין
2023-10-19 17:30:00, תל שבע
2023-10-19 17:00:00, לימן
2023-10-19 17:00:00, גשר הזיו
2023-10-19 17:00:00, שלומי
2023-10-19 17:00:00, אזור תעשייה אכזיב מילואות
2023-10-19 17:00:00, נתיב העשרה
2023-10-19 17:00:00, זיקים
2023-10-19 16:59:00, אזור תעשייה הדרומי אשקלון
2023-10-19 16:54:00, בצת
2023-10-19 16:54:00, אזור תעשייה אכזיב מילואות
2023-10-19 16:54:00, גשר הזיו
2023-10-19 16:53:00, שלומי
2023-10-19 16:53:00, ראש הנקרה
2023-10-19 16:53:00, לימן
